icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,geo_altitude,squawk,spi,position_source,extra_col_0
4baacf,THY2GT  ,Turkey,1733690102.0,1733690102,28.0061,41.3319,1828.8,False,134.2,328.32,0.33,,1874.52,4170,False,0
4bb1c7,THY735  ,Turkey,1733689791.0,1733689935,55.18,25.1778,11582.4,False,215.2,290.43,0.33,,12184.38,,False,0
a5d197,BTQ864  ,United States,1733690102.0,1733690102,-74.6629,44.8867,1531.62,False,90.75,304.14,-4.23,,1394.46,,False,0
abc649,AAL1831 ,United States,1733690102.0,1733690102,-85.8995,40.768,7018.02,False,214.21,319.58,0.0,,7101.84,5326,False,0
a7117f,N5546P  ,United States,1733690102.0,1733690102,-82.9821,42.919,701.04,False,66.56,175.57,-0.33,,624.84,,False,0
484558,KLM93Q  ,Kingdom of the Netherlands,1733690102.0,1733690102,5.2265,52.2635,3947.16,False,192.08,135.65,10.4,,3962.4,1000,False,0
ad79eb,AAL1449 ,United States,1733690101.0,1733690101,-115.1348,36.0808,,True,0.0,241.88,,,,,False,0
a67928,EJA516  ,United States,1733690102.0,1733690102,-122.1267,37.453,1333.5,False,93.29,3.48,-4.55,,1363.98,2605,False,0
ad5fe7,ASA30   ,United States,1733690101.0,1733690101,-76.1264,41.3965,10927.08,False,269.26,110.58,-15.28,,10988.04,3704,False,0
accc10,N9233   ,United States,1733690102.0,1733690102,-83.3651,27.8796,10668.0,False,174.42,178.99,0.0,,11209.02,7331,False,0
a2cc8f,N28KM   ,United States,1733690101.0,1733690101,-79.9716,32.9508,929.64,False,104.51,73.71,7.48,,975.36,,False,0
a8e1cc,DAL2174 ,United States,1733690100.0,1733690100,-84.4405,33.6381,,True,0.0,149.06,,,,,False,0
34568f,IBB65PN ,Spain,1733690099.0,1733690099,-17.652,28.5287,640.08,False,107.07,285.04,-7.48,,769.62,5021,False,0
484557,KLM88U  ,Kingdom of the Netherlands,1733690101.0,1733690102,1.5069,53.1766,9456.42,False,208.69,122.01,0.0,,9418.32,6251,False,0
484556,KLM58C  ,Kingdom of the Netherlands,1733690101.0,1733690101,5.8475,51.9961,7376.16,False,220.0,127.78,9.75,,7353.3,1000,False,0
a95d9d,N702SS  ,United States,1733690101.0,1733690101,-111.9007,33.6307,,True,0.0,323.44,,,,0262,False,0
a6ea8f,JAS22   ,United States,1733690101.0,1733690101,-109.5163,35.9192,12496.8,False,288.77,98.61,0.0,,12771.12,4771,True,0
34568c,VOE4QW  ,Spain,1733690102.0,1733690102,-5.3903,38.7543,10363.2,False,195.43,356.08,0.0,,10546.08,,False,0
34568d,VOE9YB  ,Spain,1733690101.0,1733690101,12.8693,39.8457,10043.16,False,200.37,168.75,-4.88,,9913.62,7431,False,0
a3904c,FFT102  ,United States,1733690102.0,1733690102,-84.7933,29.3554,11277.6,False,227.98,4.14,0.0,,11795.76,,False,0
a3b6b6,N3386E  ,United States,1733689898.0,1733689898,-117.1316,32.8117,,True,5.14,50.62,,,,,False,0
aaa668,SWA2224 ,United States,1733690097.0,1733690100,-113.3333,38.1633,11887.2,False,243.14,159.95,0.0,,12054.84,0774,False,0
345699,VOE3TX  ,Spain,1733690102.0,1733690102,2.0721,41.2923,,True,8.23,67.5,,,,1440,False,0
ad5ff1,TAI451  ,United States,1733690077.0,1733690077,-80.5652,24.7313,6393.18,False,223.81,192.34,8.78,,6705.6,7665,False,0
ac33c4,SWA1387 ,United States,1733690099.0,1733690099,-104.6607,39.8133,1813.56,False,80.26,0.73,-3.9,,1760.22,2634,False,0
ac2ccd,N884BC  ,United States,1733690101.0,1733690101,-88.3774,41.5967,922.02,False,47.85,178.77,2.6,,838.2,,False,0
345691,IBE0621 ,Spain,1733690102.0,1733690102,-0.0616,42.8148,10972.8,False,221.36,51.98,0.33,,10835.64,1000,False,0
760993,,Pakistan,1733690100.0,1733690100,55.343,25.2608,,True,1.03,171.56,,,,,False,0
485873,KLM951  ,Kingdom of the Netherlands,1733690102.0,1733690102,-4.4189,54.0916,8968.74,False,209.66,272.95,-14.63,,9075.42,6273,False,0
485871,KLM72B  ,Kingdom of the Netherlands,1733689940.0,1733689940,4.7589,52.3005,,True,6.69,298.12,,,,1000,False,0
abc655,N858P   ,United States,1733689904.0,1733689908,-121.5351,39.4023,525.78,False,52.14,329.13,-3.25,,548.64,,False,0
896218,UAE158  ,United Arab Emirates,1733690100.0,1733690100,55.3516,25.2522,,True,4.63,123.75,,,,,False,0
ab766a,DAL2922 ,United States,1733690094.0,1733690094,-119.8074,41.4976,10363.2,False,206.16,332.67,0.0,,10431.78,,False,0
ace621,SKW5029 ,United States,1733690102.0,1733690102,-85.3592,41.2348,7620.0,False,208.8,275.51,0.0,,7711.44,7423,False,0
a70a8c,N55297  ,United States,1733690102.0,1733690102,-81.5584,28.6594,739.14,False,49.52,122.7,-5.2,,792.48,,False,0
a82a75,BBQ8317 ,United States,1733690097.0,1733690097,-86.9316,40.4157,,True,0.0,47.81,,,,,False,0
89620e,UAE1X   ,United Arab Emirates,1733690085.0,1733690087,55.1732,25.4411,1005.84,False,103.84,301.01,-2.6,,1066.8,,False,0
345687,ANE2376 ,Spain,1733690101.0,1733690102,-0.1065,39.5666,2087.88,False,152.73,218.3,-8.13,,2133.6,6304,False,0
7c005d,PE311   ,Australia,1733690102.0,1733690102,150.8965,-34.2223,4869.18,False,111.89,221.46,0.0,,5097.78,1120,False,0
7380c2,ELY106  ,Israel,1733690102.0,1733690102,33.0764,33.4793,10972.8,False,264.51,144.58,-14.63,,11254.74,7677,False,0
ac20a1,SWA1935 ,United States,1733690101.0,1733690101,-104.7503,38.128,8999.22,False,210.6,236.66,6.18,,9166.86,3245,False,0
345685,IBS18RT ,Spain,1733690102.0,1733690102,-2.8207,48.3164,11292.84,False,256.14,197.05,0.0,,11193.78,5412,False,0
ac832e,EJA905  ,United States,1733690101.0,1733690102,-103.369,38.7426,12496.8,False,243.07,110.7,-0.33,,12626.34,6055,False,0
a66618,N511KS  ,United States,1733690101.0,1733690101,-76.5459,40.111,13716.0,False,168.51,248.13,0.0,,13708.38,3340,False,0
7380c5,ELY316  ,Israel,1733690101.0,1733690101,34.143,32.4364,3131.82,False,185.7,130.62,-3.25,,3307.08,2253,False,0
a39033,ERU329  ,United States,1733690098.0,1733690098,-81.0098,26.6402,1775.46,False,89.23,192.99,-0.65,,1897.38,,False,0
7380c3,ELY011  ,Israel,1733690101.0,1733690101,-2.2298,51.1847,10972.8,False,265.97,270.11,-0.33,,10911.84,3111,False,0
a1638a,EJA189  ,United States,1733690093.0,1733690099,-89.1845,33.3667,13106.4,False,210.33,234.06,0.0,,13449.3,1641,False,0
ab767c,VAR838  ,United States,1733690101.0,1733690101,-112.8529,33.2709,1455.42,False,55.96,251.23,2.28,,1485.9,,False,0
a3afe8,ATN3377 ,United States,1733690102.0,1733690102,-78.7737,40.528,10363.2,False,210.54,263.97,0.0,,10477.5,,False,0
abd994,SWA3216 ,United States,1733690101.0,1733690102,-85.2828,37.2709,7620.0,False,221.75,172.13,0.0,,7795.26,6733,False,0
78107a,CSC3891 ,China,1733690101.0,1733690102,118.6772,14.2092,10058.4,False,240.88,153.22,0.0,,10805.16,,False,0
abc668,PDU58   ,United States,1733690101.0,1733690101,-86.9071,40.409,502.92,False,51.66,51.87,-0.98,,434.34,,False,0
a220cb,SWA2934 ,United States,1733690101.0,1733690101,-97.5649,35.1137,3802.38,False,177.51,175.51,15.61,,3771.9,,False,0
a5a934,N464HP  ,United States,1733690102.0,1733690102,-116.8443,43.7002,1668.78,False,81.71,51.9,-3.25,,1699.26,,False,0
a749c8,EJA569  ,United States,1733690101.0,1733690102,-113.8992,33.6534,9144.0,False,200.88,276.47,-0.33,,9433.56,4055,False,0
ad1986,AAL690  ,United States,1733690102.0,1733690102,-86.6883,39.1702,7620.0,False,231.4,20.97,0.0,,7757.16,2741,False,0
ac7c52,SWA5149 ,United States,1733689976.0,1733689976,-77.0373,38.8468,7.62,False,73.27,355.57,-0.98,,-7.62,0274,False,0
abbf72,WUP856  ,United States,1733690101.0,1733690101,-80.1892,33.2011,3619.5,False,92.96,337.55,10.4,,3741.42,,False,0
ad9000,NKS1506 ,United States,1733690099.0,1733690099,-111.9655,36.7487,9448.8,False,249.67,67.08,0.33,,9692.64,6731,True,0
e08594,JES3791 ,Argentina,1733690102.0,1733690102,-58.6401,-34.4172,883.92,False,98.39,138.39,-0.65,,944.88,5471,False,0
ad9003,AAL613  ,United States,1733690102.0,1733690102,-114.8652,36.2455,10668.0,False,263.42,55.5,-0.33,,10919.46,2271,False,0
344344,IBE0333 ,Spain,1733690102.0,1733690102,-80.0889,25.9727,3177.54,False,158.84,193.68,-4.88,,3352.8,4071,False,0
a78605,DAL2280 ,United States,1733690101.0,1733690102,-91.6467,41.097,10972.8,False,238.16,332.33,0.0,,11102.34,2705,False,0
abac48,AAL1637 ,United States,1733690102.0,1733690102,-81.7824,40.2763,11277.6,False,249.48,122.28,0.0,,11422.38,6507,False,0
a9779b,N709SP  ,United States,1733690101.0,1733690102,-84.0443,30.9425,12496.8,False,250.58,162.68,0.0,,12961.62,7302,False,0
a3aff0,N337BG  ,United States,1733690060.0,1733690062,-84.0292,41.4395,1988.82,False,50.63,275.25,0.0,,1897.38,,False,0
abc66a,N858PW  ,United States,1733690101.0,1733690101,-75.8817,39.4142,3680.46,False,135.08,21.68,0.0,,3672.84,3465,False,0
ac8350,N905SA  ,United States,1733690102.0,1733690102,-96.2159,35.9108,12496.8,False,255.79,12.19,0.0,,12694.92,3431,False,0
a9a120,N7199S  ,United States,1733690096.0,1733690096,-118.0389,33.7964,,True,3.6,151.88,,,,,False,0
a6af03,N53KP   ,United States,1733689952.0,1733690009,-119.4452,34.3748,1950.72,False,58.77,283.67,0.0,,1996.44,2401,False,0
151d50,UTA376  ,Russian Federation,1733690102.0,1733690102,37.1954,55.33,1935.48,False,127.55,97.18,-3.9,,,,False,0
ad5fef,DAL1324 ,United States,1733690101.0,1733690102,-83.3087,42.3038,792.48,False,103.77,207.45,-4.88,,723.9,1311,False,0
aaa68a,SWA1838 ,United States,1733690004.0,1733690004,-78.16,32.4835,12192.0,False,229.68,202.66,-0.33,,12512.04,3655,False,0
4247c0,VPCZZ   ,United Kingdom,1733690101.0,1733690101,113.9191,22.3307,,True,7.72,250.31,,,,,False,0
ac7c67,EDV5246 ,United States,1733690102.0,1733690102,-81.8948,35.4778,10058.4,False,236.9,31.41,0.0,,10340.34,,False,0
aa915f,JRE780  ,United States,1733690101.0,1733690102,-83.1845,31.3155,13106.4,False,157.7,335.53,0.0,,13533.12,0235,False,0
c81a90,ANZ884L ,New Zealand,1733690101.0,1733690101,175.4001,-40.5481,5181.6,False,127.42,38.44,0.0,,5273.04,,False,0
aaf475,VTE3939 ,United States,1733690101.0,1733690101,-78.8452,39.8063,5646.42,False,166.24,221.24,12.03,,5699.76,,False,0
c81a91,ANZ220L ,New Zealand,1733690101.0,1733690101,174.3589,-35.7697,,True,7.72,261.56,,,,,False,0
c81a92,ANZ234L ,New Zealand,1733690101.0,1733690101,176.1229,-38.2365,1478.28,False,107.95,35.89,-5.85,,1508.76,5213,False,0
ac212d,SWA1470 ,United States,1733690102.0,1733690102,-105.0183,36.1472,9753.6,False,220.49,246.49,0.0,,9997.44,,False,0
ac345f,CAP3686 ,United States,1733690101.0,1733690101,-122.8254,43.9312,1074.42,False,42.58,244.98,0.0,,1150.62,,False,0
abb1c2,SWA2604 ,United States,1733690101.0,1733690101,-110.2455,37.1161,7315.2,False,221.91,231.59,0.33,,7490.46,6572,False,0
a90f92,NKS966  ,United States,1733690100.0,1733690101,-88.4254,31.2318,10660.38,False,277.93,62.91,0.0,,11102.34,,False,0
4ca9c1,RYR29HB ,Ireland,1733690101.0,1733690102,19.7133,50.3378,10546.08,False,214.58,108.3,-9.1,,10469.88,2154,False,0
a34e01,JBU776  ,United States,1733690101.0,1733690101,-75.9183,37.5296,10660.38,False,227.29,36.53,0.0,,10843.26,2267,False,0
4ca9c2,RYR38ZE ,Ireland,1733690101.0,1733690101,5.7156,43.0052,10972.8,False,224.06,22.97,0.0,,10759.44,5326,False,0
c08240,BBA02   ,Canada,1733690102.0,1733690102,-79.1107,45.1542,14325.6,False,261.18,189.98,-1.95,,14157.96,5521,False,0
a9fc34,RPA3681 ,United States,1733690101.0,1733690101,-70.2491,43.8395,8534.4,False,175.81,256.29,-0.33,,8328.66,,False,0
a22e16,N24EM   ,United States,1733690101.0,1733690102,-75.0821,38.2842,6096.0,False,122.65,217.16,-0.33,,6202.68,2001,False,0
ac94f3,N91GL   ,United States,1733690102.0,1733690102,-82.8537,34.467,2240.28,False,77.51,167.35,4.88,,2293.62,,False,0
adfdd0,WING92  ,United States,1733690101.0,1733690102,-76.2961,40.5049,6012.18,False,61.55,282.06,5.2,,6035.04,,False,0
a7869b,AAL1698 ,United States,1733690102.0,1733690102,-92.0078,34.2087,10668.0,False,287.35,76.01,0.0,,10995.66,,False,0
4ca9aa,RYR9MF  ,Ireland,1733690102.0,1733690102,4.3157,38.0983,10972.8,False,261.94,58.9,0.0,,10949.94,7745,False,0
a16ec2,UAL1331 ,United States,1733690101.0,1733690101,-99.3359,40.5418,11269.98,False,250.3,76.45,0.0,,11391.9,7227,False,0
ad5460,SWA452  ,United States,1733690101.0,1733690101,-100.6881,31.4034,11582.4,False,186.98,277.91,0.0,,11910.06,7275,False,0
a5d0be,N474J   ,United States,1733690102.0,1733690102,-118.8014,35.0145,4968.24,False,127.56,340.69,0.0,,5120.64,1034,False,0
ad4114,N953PC  ,United States,1733690102.0,1733690102,-122.4412,39.5074,12062.46,False,174.71,352.9,3.9,,12207.24,,False,0
4b5c19,GUSTI1  ,Switzerland,1733690054.0,1733690054,8.5636,47.4443,,True,0.51,50.62,,,,,False,0
a76c79,DAL367  ,United States,1733690101.0,1733690102,-73.6027,40.839,952.5,False,76.66,232.36,0.0,,883.92,7211,False,0
ab1496,AAL2629 ,United States,1733690097.0,1733690101,-73.8727,40.7749,,True,0.0,39.38,,,,6270,False,0
c07b3f,QUE40   ,Canada,1733690098.0,1733690100,-63.5744,47.4798,7315.2,False,113.75,271.81,-0.33,,6941.82,,False,0
0bc020,MUS832  ,Saint Vincent and the Grenadines,1733690100.0,1733690101,-59.4607,13.0452,800.1,False,61.95,228.37,4.55,,815.34,,False,0
4ca9d2,RYR78MU ,Ireland,1733690101.0,1733690102,5.9287,43.5668,11582.4,False,239.27,26.57,0.33,,11399.52,5541,False,0
4ca9d4,RYR554Y ,Ireland,1733690101.0,1733690102,9.1869,42.8646,10363.2,False,222.46,281.34,0.0,,10111.74,1000,False,0
a175c3,N19302  ,United States,1733690101.0,1733690101,-93.4966,43.1654,883.92,False,55.37,311.99,-0.33,,716.28,,False,0
abfa50,N871CS  ,United States,1733690102.0,1733690102,-82.3755,27.901,449.58,False,71.51,90.41,4.88,,502.92,,False,0
a8dc4b,LXJ670  ,United States,1733690101.0,1733690101,-99.2998,36.3838,14325.6,False,236.27,290.92,0.0,,14516.1,6750,False,0
aa3053,CXK1135 ,United States,1733690100.0,1733690100,-112.1408,41.4221,2621.28,False,43.02,296.26,-0.33,,2628.9,,False,0
aada75,N799LG  ,United States,1733690102.0,1733690102,-88.4771,33.4417,11887.2,False,266.5,25.13,0.0,,12260.58,,False,0
e200b7,LVS106  ,Argentina,1733690005.0,1733690006,-60.5739,-33.0726,190.5,False,41.67,270.71,-2.6,,228.6,,True,0
a7bc3e,N598MM  ,United States,1733690102.0,1733690102,-80.5059,27.301,6019.8,False,90.32,336.5,2.93,,6339.84,7155,False,0
acdde3,SWA2975 ,United States,1733690101.0,1733690101,-81.765,35.1451,12192.0,False,222.76,192.95,0.33,,12458.7,3021,False,0
345646,VLG91CX ,Spain,1733690101.0,1733690101,-1.8542,46.6419,10675.62,False,254.85,220.09,0.33,,10530.84,7654,False,0
ac81d3,TAI524  ,United States,1733690102.0,1733690102,-117.0161,33.1855,6393.18,False,215.08,279.78,-15.93,,6652.26,7245,False,0
4ca9ba,EIN11T  ,Ireland,1733689805.0,1733689809,-77.4543,38.9493,,True,0.0,180.0,,,,6007,False,0
4ca9bb,EIN1AC  ,Ireland,1733690101.0,1733690101,-68.749,45.6375,10980.42,False,230.2,198.23,0.0,,10591.8,2435,False,0
345642,VLG91UU ,Spain,1733690102.0,1733690102,-5.7668,38.6507,10957.56,False,221.45,39.53,0.33,,11163.3,7422,False,0
0d0c92,VOI3257 ,Mexico,1733690101.0,1733690101,-116.0664,32.2681,4259.58,False,179.19,290.15,-10.73,,4411.98,0751,False,0
abfa65,DAL413  ,United States,1733690102.0,1733690102,-115.2806,35.9931,10058.4,False,256.93,48.49,0.0,,10317.48,1354,False,0
4ca9a9,RYR6BL  ,Ireland,1733690101.0,1733690101,-1.5756,42.9257,11277.6,False,244.34,205.97,0.33,,11201.4,7107,False,0
0d0c94,VIV164  ,Mexico,1733690102.0,1733690102,-99.4363,26.6674,10668.0,False,248.09,351.53,0.33,,11178.54,,False,0
a6f0e3,N5462Q  ,United States,1733690101.0,1733690101,-121.0236,44.0721,1325.88,False,40.72,356.38,-2.28,,1379.22,,False,0
0d0c96,XAAND   ,Mexico,1733690101.0,1733690101,-98.8693,28.5524,13716.0,False,279.19,23.68,-0.33,,14150.34,,False,0
a830cd,TCF627  ,United States,1733690019.0,1733690073,-80.5836,27.8405,975.36,False,47.43,192.53,-1.95,,1051.56,,False,0
c08268,JZA7969 ,Canada,1733690071.0,1733690071,-73.735,45.4656,,True,6.94,42.19,,,,,False,0
a963b6,N704DA  ,United States,1733690102.0,1733690102,-79.7858,40.1286,8229.6,False,179.47,170.43,0.0,,8374.38,5753,False,0
4ca9a1,NOS7082 ,Ireland,1733690100.0,1733690101,31.877,29.803,10363.2,False,212.89,310.0,0.0,,10767.06,7336,False,0
c08260,WJA1447 ,Canada,1733690101.0,1733690101,-114.0875,37.017,8084.82,False,224.94,32.2,6.18,,8290.56,0435,False,0
ac2154,SWA5205 ,United States,1733690102.0,1733690102,-97.2524,33.5966,10363.2,False,228.82,318.28,0.33,,10561.32,,False,0
adfddc,SUMIT15 ,United States,1733690045.0,1733690051,-104.6879,38.7897,,True,9.77,351.56,,,,1200,False,0
aa435b,AAL2524 ,United States,1733690101.0,1733690101,-78.2621,36.5518,8854.44,False,234.37,32.09,0.33,,9044.94,4157,False,0
abaadd,SWA1997 ,United States,1733690101.0,1733690102,-78.3052,39.4891,5859.78,False,223.02,106.34,-10.4,,5928.36,3126,False,0
a91664,N685GD  ,United States,1733690101.0,1733690101,-79.1568,29.8019,13106.4,False,251.49,192.64,0.0,,13533.12,,False,0
ac347c,N886DT  ,United States,1733690100.0,1733690100,-119.6203,39.8151,6598.92,False,82.84,178.93,-6.18,,6774.18,,False,0
506f24,LSV101  ,Slovenia,1733690101.0,1733690101,5.9976,46.1622,1074.42,False,95.68,45.65,-5.2,,1051.56,1000,False,0
a963c5,N704DR  ,United States,1733690099.0,1733690100,-90.6509,30.6251,716.28,False,82.67,110.01,-2.28,,731.52,,False,0
a3fea3,N35683  ,United States,1733690074.0,1733690092,-81.5143,32.231,1234.44,False,38.03,293.1,2.28,,1287.78,,False,0
abb1de,SWA3501 ,United States,1733690102.0,1733690102,-96.912,32.9891,922.02,False,101.48,267.09,0.33,,883.92,,False,0
a4d80a,KAP1223 ,United States,1733690101.0,1733690101,-72.3848,43.502,2415.54,False,62.04,195.88,6.18,,2255.52,,False,0
4b5c1e,ZEBRA2  ,Switzerland,1733690096.0,1733690096,8.5603,47.4493,,True,8.23,171.56,,,,,False,0
a10e21,UAL1800 ,United States,1733690101.0,1733690101,-74.8218,40.7981,1905.0,False,161.64,111.67,-6.5,,1821.18,6713,False,0
ab017b,VXP923  ,United States,1733690102.0,1733690102,-75.9895,37.5594,11277.6,False,231.24,23.88,0.33,,11437.62,2165,False,0
ac2173,SWA2710 ,United States,1733690101.0,1733690101,-106.2471,34.4834,10668.0,False,248.18,76.45,-0.33,,10965.18,,False,0
e200d7,SAETTA92,Argentina,1733690101.0,1733690101,-58.2436,-34.1916,30.48,False,32.44,345.3,-2.28,,99.06,,False,0
ad413b,EJA953  ,United States,1733690091.0,1733690091,2.541,-48.2193,,True,0.0,135.0,,,,,False,0
a055ab,N120WE  ,United States,1733690102.0,1733690102,-83.7166,42.2372,487.68,False,36.97,248.79,-1.95,,419.1,,False,0
aae16b,TIV80   ,United States,1733690101.0,1733690102,-117.5362,32.9897,6225.54,False,150.63,350.76,13.0,,6438.9,4615,False,0
aa567c,N7650J  ,United States,1733690102.0,1733690102,-83.7715,43.1221,1066.8,False,65.35,123.44,-0.33,,944.88,,False,0
ad9ae9,LTA976  ,United States,1733690101.0,1733690101,-86.4764,39.9783,1082.04,False,56.24,171.05,0.0,,1028.7,,False,0
a1c5bd,N213MC  ,United States,1733690101.0,1733690101,-96.4508,33.351,7315.2,False,100.91,196.59,-0.33,,7444.74,1741,False,0
a4bcec,EJA404  ,United States,1733690102.0,1733690102,-80.3037,25.9119,22.86,False,55.65,86.82,-3.25,,76.2,4720,False,0
c07b0a,ACA714  ,Canada,1733690102.0,1733690102,-73.8775,40.7754,,True,1.8,98.44,,,,2257,False,0
a28ef3,NIT264  ,United States,1733689728.0,1733689834,-81.3534,31.1991,251.46,False,56.48,131.68,-2.28,,670.56,,False,0
4bb325,THY94J  ,Turkey,1733690101.0,1733690102,27.7852,41.8272,3870.96,False,154.24,70.72,-7.15,,3931.92,2153,False,0
a9162a,N685DW  ,United States,1733690101.0,1733690101,-72.2948,43.6333,,True,12.86,239.06,,,,,False,0
4bb324,THY73Q  ,Turkey,1733690101.0,1733690101,30.8318,40.8259,9944.1,False,213.78,287.65,-4.88,,10058.4,,False,0
a34209,AAL2777 ,United States,1733690053.0,1733690057,-86.2593,39.7546,480.06,False,70.21,225.3,-3.58,,434.34,3107,False,0
345618,FBBZ5070,Spain,1733690101.0,1733690101,-58.2589,-34.5721,1775.46,False,135.74,152.95,13.33,,1836.42,,False,0
a7d637,PVO667  ,United States,1733690054.0,1733690081,-78.1732,26.1814,4503.42,False,229.22,128.44,0.0,,4739.64,4731,False,0
abaafe,SWA2530 ,United States,1733690102.0,1733690102,-94.3663,41.3537,10972.8,False,221.43,265.34,0.0,,11094.72,2604,False,0
acd1f6,AAL1885 ,United States,1733690101.0,1733690101,-85.3479,34.8716,10584.18,False,240.72,165.01,5.53,,10911.84,6767,False,0
345613,VOE1AK  ,Spain,1733690101.0,1733690101,12.1175,42.4118,10195.56,False,218.15,334.58,-4.88,,9944.1,5401,False,0
4ca9ec,RYR7784 ,Ireland,1733690101.0,1733690101,11.333,52.8672,7208.52,False,230.0,118.74,-13.66,,7208.52,1176,False,0
345614,VLG1309 ,Spain,1733690101.0,1733690101,0.4387,40.5975,8039.1,False,210.07,72.76,-8.45,,7962.9,6313,False,0
345615,ANE1324 ,Spain,1733689913.0,1733689913,-3.516,40.4537,670.56,False,67.5,322.43,-3.9,,800.1,5143,False,0
4ca9ed,RYR8AQ  ,Ireland,1733690100.0,1733690101,17.799,44.2359,11269.98,False,221.13,131.89,0.0,,11117.58,3447,False,0
a34201,AAY74   ,United States,1733690101.0,1733690101,-103.3768,37.083,10370.82,False,206.44,251.7,0.0,,10576.56,1150,False,0
ad3a5f,SWA2862 ,United States,1733690094.0,1733690101,-122.214,37.7108,,True,1.03,39.38,,,,,False,0
ab39b8,N822QS  ,United States,1733690101.0,1733690101,-119.8163,34.6168,12496.8,False,265.06,130.12,0.0,,12778.74,3716,False,0
a318ea,SWA1307 ,United States,1733690101.0,1733690101,-93.642,36.9262,11277.6,False,271.64,29.62,0.0,,11445.24,4065,False,0
a7d630,AAL2253 ,United States,1733690002.0,1733690002,-97.589,35.3923,,True,12.86,180.0,,,,,False,0
a10231,SKW5337 ,United States,1733690101.0,1733690102,-86.8474,40.7126,7010.4,False,212.82,135.69,0.33,,7124.7,3561,False,0
781c2d,CSC3885 ,China,1733690040.0,1733690040,119.7273,11.5105,11277.6,False,247.5,178.81,-0.33,,12085.32,,False,0
a9bfc9,RPA3532 ,United States,1733690102.0,1733690102,-75.3488,39.42,6400.8,False,205.5,34.8,-0.33,,6484.62,5672,False,0
e4904c,AZU8751 ,Brazil,1733690102.0,1733690102,-46.5638,-22.1636,6835.14,False,207.92,199.06,-8.45,,7277.1,,False,0
a5dcde,UAL796  ,United States,1733690101.0,1733690101,-121.7354,37.8404,4305.3,False,199.82,72.78,10.73,,4442.46,3613,False,0
a736e5,N564MM  ,United States,1733690097.0,1733690100,-121.819,37.3313,-15.24,False,32.72,323.31,0.33,,7.62,,False,0
a3ec93,DAL2119 ,United States,1733690102.0,1733690102,-116.9567,34.2215,7178.04,False,183.83,243.94,-12.35,,7444.74,3052,False,0
ab019e,N808WW  ,United States,1733690100.0,1733690100,-118.4541,34.013,,True,0.51,137.81,,,,,False,0
a8a6d0,AAL1625 ,United States,1733690102.0,1733690102,-122.0038,44.899,6545.58,False,261.56,147.12,5.85,,6469.38,,False,0
a1c5c8,N213MP  ,United States,1733690101.0,1733690101,-81.6199,29.97,1287.78,False,78.94,314.21,0.0,,1356.36,,False,0
a438c3,DAL2558 ,United States,1733690102.0,1733690102,-80.1614,44.0525,10668.0,False,274.63,103.54,0.0,,10637.52,3640,False,0
adb77f,NKS1099 ,United States,1733690102.0,1733690102,-96.4692,32.7099,4838.7,False,219.58,96.59,11.05,,4914.9,,False,0
a52c92,N432WT  ,United States,1733690101.0,1733690101,-97.941,30.4805,6705.6,False,89.04,271.66,0.0,,6926.58,4575,False,0
a042f1,ERU116  ,United States,1733690099.0,1733690102,-80.9355,28.966,152.4,False,30.46,127.45,-2.28,,213.36,,False,0
a305aa,EDV5503 ,United States,1733690101.0,1733690102,-94.2247,36.529,2621.28,False,149.81,339.08,-7.48,,2590.8,5716,False,0
a976a5,GTI355  ,United States,1733690102.0,1733690102,-121.0376,41.55,10363.2,False,232.21,345.5,0.0,,10447.02,2561,False,0
781c50,CES5032 ,China,1733690101.0,1733690101,113.9106,22.976,10683.24,False,215.83,334.29,0.0,,11369.04,,False,0
a6fce7,N54983  ,United States,1733689818.0,1733689818,-149.8392,61.217,,True,0.32,61.88,,,,0150,False,0
a89f80,EDV5412 ,United States,1733690099.0,1733690101,-78.8695,25.7589,9753.6,False,210.84,288.35,-0.33,,10302.24,3526,False,0
a96faa,TWY707  ,United States,1733690101.0,1733690101,-99.197,41.0321,13106.4,False,206.5,272.57,-0.33,,13182.6,1031,False,0
a5e3e4,EDV5455 ,United States,1733690102.0,1733690102,-75.0093,40.5664,7292.34,False,191.19,242.95,7.15,,7353.3,2704,False,0
ae11fa,BOXER41 ,United States,1733690101.0,1733690102,-83.3983,39.9562,11887.2,False,251.3,87.42,0.0,,12047.22,1023,False,0
440bc7,BCS8PA  ,Austria,1733690101.0,1733690101,7.2168,51.949,11582.4,False,240.39,271.96,0.0,,11483.34,4142,False,0
aa5657,RPA3416 ,United States,1733690102.0,1733690102,-87.1076,32.1161,7620.0,False,242.27,56.34,-0.33,,7909.56,,False,0
a6c99c,N5364A  ,United States,1733690101.0,1733690101,-89.5818,40.9528,944.88,False,58.76,3.51,0.0,,876.3,,False,0
4ca9cb,EIN1XL  ,Ireland,1733690101.0,1733690101,-75.1109,39.8973,571.5,False,75.24,256.15,-4.23,,525.78,6032,False,0
a438b0,DAL541  ,United States,1733690101.0,1733690101,-86.8838,35.912,11269.98,False,281.63,62.59,0.0,,11567.16,0020,False,0
a03bcd,RPA4605 ,United States,1733690101.0,1733690101,-78.2672,38.4987,6705.6,False,193.79,229.63,-0.33,,6842.76,2713,False,0
