temperature,humidity,wind_speed,latitude,latitude,longitude,longitude
20.2,40,1.79,51.4941,40.7128,4.039,-74.006
20.2,40,1.79,45.6564,40.7128,9.7686,-74.006
19.66,40,4.12,42.3776,41.8781,-87.3936,-87.6298
20.2,40,1.79,45.5583,40.7128,12.7995,-74.006
19.66,40,4.12,40.2147,41.8781,-83.6849,-87.6298
22.99,26,2.06,34.0362,34.0522,-118.6683,-118.2437
19.66,40,4.12,30.3489,41.8781,-96.6369,-87.6298
20.2,40,1.79,45.9733,40.7128,8.7422,-74.006
19.66,40,4.12,41.4353,41.8781,-85.46,-87.6298
20.2,40,1.79,42.4151,40.7128,-80.0943,-74.006
20.2,40,1.79,37.9588,40.7128,-10.3861,-74.006
20.2,40,1.79,53.0918,40.7128,-1.9239,-74.006
22.99,26,2.06,35.7932,34.0522,-114.2317,-118.2437
20.2,40,1.79,51.6926,40.7128,1.3594,-74.006
20.2,40,1.79,49.1431,40.7128,-65.4841,-74.006
19.66,40,4.12,36.7531,41.8781,-91.8474,-87.6298
20.2,40,1.79,39.5989,40.7128,2.8536,-74.006
19.66,40,4.12,31.7326,41.8781,-97.7754,-87.6298
20.2,40,1.79,42.9339,40.7128,-74.6189,-74.006
20.2,40,1.79,43.1834,40.7128,-79.1474,-74.006
20.2,40,1.79,39.9483,40.7128,-4.7932,-74.006
20.2,40,1.79,36.385,40.7128,-78.0014,-74.006
19.66,40,4.12,30.1759,41.8781,-97.6555,-87.6298
20.2,40,1.79,36.1145,40.7128,-79.8552,-74.006
20.2,40,1.79,48.4631,40.7128,6.5328,-74.006
20.2,40,1.79,36.5948,40.7128,-80.8545,-74.006
19.66,40,4.12,39.9747,41.8781,-104.1454,-87.6298
20.2,40,1.79,50.7638,40.7128,13.7002,-74.006
20.2,40,1.79,42.2709,40.7128,-3.1457,-74.006
20.2,40,1.79,35.4728,40.7128,-80.8484,-74.006
20.2,40,1.79,51.4647,40.7128,-0.4713,-74.006
20.2,40,1.79,40.4813,40.7128,25.911,-74.006
20.2,40,1.79,52.9085,40.7128,5.8563,-74.006
20.2,40,1.79,47.7762,40.7128,6.7696,-74.006
19.66,40,4.12,42.5703,41.8781,-89.0328,-87.6298
22.99,26,2.06,1.3304,34.0522,103.9837,-118.2437
20.2,40,1.79,48.986,40.7128,9.0707,-74.006
19.66,40,4.12,28.3846,41.8781,-85.4253,-87.6298
20.2,40,1.79,41.8992,40.7128,-3.6696,-74.006
20.2,40,1.79,42.0146,40.7128,-71.8758,-74.006
20.2,40,1.79,43.7093,40.7128,-78.4565,-74.006
22.99,26,2.06,44.0301,34.0522,-117.2302,-118.2437
22.99,26,2.06,51.1084,34.0522,-119.7051,-118.2437
22.99,26,2.06,39.317,34.0522,-106.7759,-118.2437
19.66,40,4.12,36.4376,41.8781,-85.1487,-87.6298
19.66,40,4.12,36.2476,41.8781,-102.1691,-87.6298
19.66,40,4.12,36.0422,41.8781,-84.0642,-87.6298
22.99,26,2.06,35.791,34.0522,-104.2285,-118.2437
20.2,40,1.79,37.7293,40.7128,-77.4042,-74.006
20.2,40,1.79,52.7801,40.7128,-1.3518,-74.006
20.2,40,1.79,46.5862,40.7128,22.067,-74.006
20.2,40,1.79,40.7862,40.7128,-11.2566,-74.006
20.2,40,1.79,53.7177,40.7128,-2.0065,-74.006
22.99,26,2.06,30.8429,34.0522,-102.8293,-118.2437
20.2,40,1.79,31.0505,40.7128,-81.4372,-74.006
20.2,40,1.79,29.4124,40.7128,-80.9078,-74.006
22.99,26,2.06,40.4031,34.0522,-121.7969,-118.2437
22.99,26,2.06,37.0213,34.0522,-125.0978,-118.2437
22.99,26,2.06,37.839,34.0522,-121.74,-118.2437
20.2,40,1.79,48.2017,40.7128,6.5345,-74.006
22.99,26,2.06,40.2195,34.0522,-111.7197,-118.2437
20.2,40,1.79,26.2041,40.7128,-80.4842,-74.006
19.66,40,4.12,29.7316,41.8781,-98.45,-87.6298
22.99,26,2.06,6.0514,34.0522,114.401,-118.2437
19.66,40,4.12,34.8319,41.8781,-82.6967,-87.6298
20.2,40,1.79,39.4814,40.7128,2.5968,-74.006
20.2,40,1.79,33.2551,40.7128,-81.014,-74.006
19.66,40,4.12,42.3247,41.8781,-94.0044,-87.6298
22.99,26,2.06,2.857,34.0522,101.6491,-118.2437
20.2,40,1.79,43.198,40.7128,-72.5403,-74.006
22.99,26,2.06,42.4739,34.0522,-120.48,-118.2437
20.2,40,1.79,59.4169,40.7128,24.8006,-74.006
19.66,40,4.12,38.3102,41.8781,-94.0049,-87.6298
20.2,40,1.79,50.1996,40.7128,8.0336,-74.006
20.2,40,1.79,42.2188,40.7128,-3.0,-74.006
20.2,40,1.79,22.8794,40.7128,84.464,-74.006
20.2,40,1.79,46.7823,40.7128,8.1613,-74.006
20.2,40,1.79,40.7972,40.7128,-75.7542,-74.006
19.66,40,4.12,43.1579,41.8781,-84.8313,-87.6298
20.2,40,1.79,45.4574,40.7128,-73.7456,-74.006
20.2,40,1.79,26.5143,40.7128,-81.7888,-74.006
20.2,40,1.79,50.3574,40.7128,4.2422,-74.006
22.99,26,2.06,32.9429,34.0522,-111.4445,-118.2437
19.66,40,4.12,32.7737,41.8781,-96.5314,-87.6298
20.2,40,1.79,40.9179,40.7128,-75.1555,-74.006
22.99,26,2.06,32.1436,34.0522,-106.9556,-118.2437
19.66,40,4.12,30.3512,41.8781,-96.4301,-87.6298
20.2,40,1.79,49.7966,40.7128,-9.9783,-74.006
22.99,26,2.06,1.1669,34.0522,104.6135,-118.2437
20.2,40,1.79,41.4252,40.7128,16.6178,-74.006
20.2,40,1.79,47.4611,40.7128,8.5516,-74.006
19.66,40,4.12,41.9728,41.8781,-87.8972,-87.6298
20.2,40,1.79,61.5193,40.7128,26.033,-74.006
20.2,40,1.79,43.878,40.7128,1.655,-74.006
19.66,40,4.12,35.6266,41.8781,-94.2302,-87.6298
20.2,40,1.79,39.6017,40.7128,-80.1922,-74.006
20.2,40,1.79,41.6214,40.7128,-9.4712,-74.006
19.66,40,4.12,40.4986,41.8781,-89.6377,-87.6298
19.66,40,4.12,43.3323,41.8781,-91.7827,-87.6298
22.99,26,2.06,35.4304,34.0522,142.8314,-118.2437
22.99,26,2.06,49.1908,34.0522,-123.2014,-118.2437
19.66,40,4.12,42.0028,41.8781,-87.9194,-87.6298
20.2,40,1.79,50.0369,40.7128,10.6961,-74.006
20.2,40,1.79,36.1495,40.7128,18.5907,-74.006
20.2,40,1.79,38.1369,40.7128,-77.9071,-74.006
22.99,26,2.06,41.5386,34.0522,-112.0621,-118.2437
20.2,40,1.79,27.6583,40.7128,-80.8415,-74.006
20.2,40,1.79,44.595,40.7128,-73.252,-74.006
22.99,26,2.06,41.5721,34.0522,-112.0865,-118.2437
20.2,40,1.79,28.3836,40.7128,77.0046,-74.006
20.2,40,1.79,38.7686,40.7128,-76.6138,-74.006
19.66,40,4.12,27.4019,41.8781,-82.5456,-87.6298
22.99,26,2.06,36.2322,34.0522,-116.2386,-118.2437
20.2,40,1.79,42.0023,40.7128,18.5683,-74.006
22.99,26,2.06,37.043,34.0522,-120.9379,-118.2437
20.2,40,1.79,40.5874,40.7128,-79.7176,-74.006
22.99,26,2.06,22.3565,34.0522,107.1487,-118.2437
19.66,40,4.12,42.5961,41.8781,-99.2495,-87.6298
20.2,40,1.79,37.8839,40.7128,-75.5205,-74.006
20.2,40,1.79,39.6345,40.7128,-75.8199,-74.006
20.2,40,1.79,28.5698,40.7128,77.1209,-74.006
20.2,40,1.79,42.5058,40.7128,-75.9977,-74.006
20.2,40,1.79,51.9383,40.7128,0.3149,-74.006
20.2,40,1.79,45.8371,40.7128,-69.0834,-74.006
22.99,26,2.06,12.2818,34.0522,120.6289,-118.2437
19.66,40,4.12,38.9159,41.8781,-94.268,-87.6298
20.2,40,1.79,26.0673,40.7128,-80.4777,-74.006
20.2,40,1.79,40.2201,40.7128,-74.0606,-74.006
22.99,26,2.06,33.7495,34.0522,-117.6734,-118.2437
22.99,26,2.06,38.043,34.0522,-121.5306,-118.2437
22.99,26,2.06,36.5035,34.0522,-116.176,-118.2437
20.2,40,1.79,38.8454,40.7128,-77.0401,-74.006
20.2,40,1.79,39.3601,40.7128,0.144,-74.006
20.2,40,1.79,41.3793,40.7128,-72.7282,-74.006
20.2,40,1.79,34.7471,40.7128,-81.5113,-74.006
20.2,40,1.79,30.6196,40.7128,-81.4546,-74.006
20.2,40,1.79,55.1305,40.7128,-11.3898,-74.006
20.2,40,1.79,48.5008,40.7128,6.9416,-74.006
19.66,40,4.12,39.1378,41.8781,-84.4683,-87.6298
19.66,40,4.12,27.1414,41.8781,-97.3296,-87.6298
20.2,40,1.79,26.5523,40.7128,-80.0207,-74.006
20.2,40,1.79,47.625,40.7128,1.3901,-74.006
22.99,26,2.06,33.5758,34.0522,-117.4757,-118.2437
20.2,40,1.79,43.3786,40.7128,2.7231,-74.006
22.99,26,2.06,44.3625,34.0522,-121.198,-118.2437
20.2,40,1.79,43.6073,40.7128,28.3438,-74.006
20.2,40,1.79,44.415,40.7128,5.1882,-74.006
19.66,40,4.12,30.2768,41.8781,-95.9632,-87.6298
20.2,40,1.79,42.0122,40.7128,-7.116,-74.006
20.2,40,1.79,36.2656,40.7128,-79.8734,-74.006
20.2,40,1.79,54.0886,40.7128,16.6848,-74.006
22.99,26,2.06,44.6591,34.0522,-123.2961,-118.2437
19.66,40,4.12,34.9208,41.8781,-85.5574,-87.6298
22.99,26,2.06,34.7713,34.0522,-111.7197,-118.2437
19.66,40,4.12,32.4296,41.8781,-93.3397,-87.6298
20.2,40,1.79,51.9184,40.7128,-0.1148,-74.006
20.2,40,1.79,51.7307,40.7128,3.9887,-74.006
19.66,40,4.12,33.3443,41.8781,-98.6274,-87.6298
22.99,26,2.06,38.1226,34.0522,-111.4506,-118.2437
19.66,40,4.12,37.457,41.8781,-92.0799,-87.6298
20.2,40,1.79,51.9302,40.7128,5.0709,-74.006
22.99,26,2.06,33.3186,34.0522,-111.674,-118.2437
22.99,26,2.06,22.3339,34.0522,114.0182,-118.2437
20.2,40,1.79,43.9965,40.7128,-71.0539,-74.006
20.2,40,1.79,41.6467,40.7128,-70.1701,-74.006
19.66,40,4.12,33.2304,41.8781,-86.2172,-87.6298
20.2,40,1.79,40.675,40.7128,-75.3467,-74.006
22.99,26,2.06,36.085,34.0522,-105.4294,-118.2437
20.2,40,1.79,40.4887,40.7128,29.2103,-74.006
20.2,40,1.79,53.6569,40.7128,-4.0622,-74.006
22.99,26,2.06,36.7164,34.0522,-108.1513,-118.2437
22.99,26,2.06,37.1734,34.0522,-105.3467,-118.2437
20.2,40,1.79,40.5589,40.7128,-73.5726,-74.006
20.2,40,1.79,52.2997,40.7128,20.9615,-74.006
22.99,26,2.06,38.1934,34.0522,-121.7338,-118.2437
19.66,40,4.12,34.84,41.8781,-84.0379,-87.6298
22.99,26,2.06,61.3521,34.0522,-150.2796,-118.2437
22.99,26,2.06,36.078,34.0522,-115.1552,-118.2437
22.99,26,2.06,34.2121,34.0522,-119.1274,-118.2437
20.2,40,1.79,48.3425,40.7128,14.9623,-74.006
20.2,40,1.79,43.7584,40.7128,-79.8767,-74.006
22.99,26,2.06,35.828,34.0522,-118.9297,-118.2437
20.2,40,1.79,53.4907,40.7128,-6.4791,-74.006
20.2,40,1.79,41.8871,40.7128,-0.2805,-74.006
22.99,26,2.06,39.9239,34.0522,-121.4891,-118.2437
20.2,40,1.79,41.9611,40.7128,-78.4174,-74.006
22.99,26,2.06,40.2375,34.0522,-111.7262,-118.2437
20.2,40,1.79,38.0761,40.7128,-76.8674,-74.006
20.2,40,1.79,37.6912,40.7128,-8.0644,-74.006
20.2,40,1.79,47.3802,40.7128,19.4153,-74.006
20.2,40,1.79,47.9147,40.7128,-0.7805,-74.006
22.99,26,2.06,39.0096,34.0522,-105.7132,-118.2437
20.2,40,1.79,38.7853,40.7128,-77.0527,-74.006
20.2,40,1.79,51.468,40.7128,3.306,-74.006
22.99,26,2.06,41.9182,34.0522,-110.2619,-118.2437
20.2,40,1.79,28.1618,40.7128,-81.6231,-74.006
22.99,26,2.06,45.5679,34.0522,-122.9962,-118.2437
20.2,40,1.79,43.4312,40.7128,-79.8355,-74.006
19.66,40,4.12,35.8138,41.8781,-83.9887,-87.6298
20.2,40,1.79,54.4492,40.7128,-1.7701,-74.006
19.66,40,4.12,44.8064,41.8781,-89.0321,-87.6298
19.66,40,4.12,31.3213,41.8781,-88.2023,-87.6298
20.2,40,1.79,52.1252,40.7128,16.8808,-74.006
20.2,40,1.79,51.3859,40.7128,-0.1199,-74.006
19.66,40,4.12,42.5191,41.8781,-88.0253,-87.6298
20.2,40,1.79,43.3042,40.7128,23.444,-74.006
19.66,40,4.12,32.5806,41.8781,-92.6061,-87.6298
20.2,40,1.79,38.5884,40.7128,-76.9816,-74.006
22.99,26,2.06,24.5422,34.0522,-99.8248,-118.2437
20.2,40,1.79,29.429,40.7128,-82.2732,-74.006
20.2,40,1.79,40.6334,40.7128,-73.7364,-74.006
20.2,40,1.79,47.3118,40.7128,8.4388,-74.006
22.99,26,2.06,35.7647,34.0522,-104.7893,-118.2437
20.2,40,1.79,28.5504,40.7128,-81.465,-74.006
20.2,40,1.79,38.7803,40.7128,-9.1342,-74.006
22.99,26,2.06,51.1709,34.0522,-114.2022,-118.2437
22.99,26,2.06,35.0854,34.0522,-109.442,-118.2437
20.2,40,1.79,36.3053,40.7128,-77.087,-74.006
19.66,40,4.12,33.633,41.8781,-96.5638,-87.6298
20.2,40,1.79,51.9626,40.7128,1.2003,-74.006
19.66,40,4.12,29.3935,41.8781,-96.7359,-87.6298
19.66,40,4.12,40.5843,41.8781,-88.3846,-87.6298
20.2,40,1.79,20.3801,40.7128,86.731,-74.006
22.99,26,2.06,25.3004,34.0522,121.4476,-118.2437
20.2,40,1.79,37.7298,40.7128,15.3397,-74.006
19.66,40,4.12,30.6358,41.8781,-91.3449,-87.6298
22.99,26,2.06,33.2319,34.0522,-111.6695,-118.2437
22.99,26,2.06,32.5382,34.0522,-108.8844,-118.2437
19.66,40,4.12,39.8162,41.8781,-83.1037,-87.6298
20.2,40,1.79,35.1343,40.7128,-80.8141,-74.006
20.2,40,1.79,29.3842,40.7128,76.6274,-74.006
19.66,40,4.12,31.5024,41.8781,-94.2814,-87.6298
20.2,40,1.79,44.8854,40.7128,-64.2416,-74.006
20.2,40,1.79,26.1259,40.7128,-81.5243,-74.006
22.99,26,2.06,35.6407,34.0522,-118.5915,-118.2437
20.2,40,1.79,-20.9712,40.7128,-46.9809,-74.006
20.2,40,1.79,46.2072,40.7128,13.9251,-74.006
19.66,40,4.12,37.3171,41.8781,-101.1864,-87.6298
19.66,40,4.12,29.7298,41.8781,-98.6949,-87.6298
20.2,40,1.79,48.704,40.7128,-62.5341,-74.006
19.66,40,4.12,41.4298,41.8781,-88.3519,-87.6298
19.66,40,4.12,33.9888,41.8781,-84.1919,-87.6298
22.99,26,2.06,34.2228,34.0522,-118.4918,-118.2437
19.66,40,4.12,36.0661,41.8781,-87.0275,-87.6298
22.99,26,2.06,38.7518,34.0522,-105.5125,-118.2437
20.2,40,1.79,60.6436,40.7128,24.0051,-74.006
20.2,40,1.79,52.3081,40.7128,4.7747,-74.006
19.66,40,4.12,35.0264,41.8781,-90.5298,-87.6298
20.2,40,1.79,41.2608,40.7128,-72.7573,-74.006
19.66,40,4.12,39.2355,41.8781,-90.457,-87.6298
19.66,40,4.12,35.9307,41.8781,-86.2126,-87.6298
19.66,40,4.12,35.2742,41.8781,-84.8759,-87.6298
19.66,40,4.12,38.8846,41.8781,-92.7189,-87.6298
22.99,26,2.06,47.2635,34.0522,-115.3198,-118.2437
20.2,40,1.79,37.3335,40.7128,-77.497,-74.006
22.99,26,2.06,33.436,34.0522,-112.0038,-118.2437
20.2,40,1.79,46.1464,40.7128,23.5481,-74.006
19.66,40,4.12,42.2899,41.8781,-84.3646,-87.6298
20.2,40,1.79,39.3057,40.7128,3.4182,-74.006
20.2,40,1.79,39.3223,40.7128,-10.7868,-74.006
19.66,40,4.12,36.201,41.8781,-86.4448,-87.6298
20.2,40,1.79,22.7436,40.7128,87.3945,-74.006
20.2,40,1.79,12.5753,40.7128,-59.3448,-74.006
20.2,40,1.79,38.0461,40.7128,-11.9991,-74.006
22.99,26,2.06,37.3331,34.0522,-121.818,-118.2437
20.2,40,1.79,28.7118,40.7128,-81.5853,-74.006
20.2,40,1.79,52.1026,40.7128,4.1952,-74.006
22.99,26,2.06,37.2223,34.0522,-122.2497,-118.2437
19.66,40,4.12,42.1452,41.8781,-87.3914,-87.6298
20.2,40,1.79,29.5302,40.7128,-79.2259,-74.006
20.2,40,1.79,35.1422,40.7128,29.2744,-74.006
19.66,40,4.12,37.6688,41.8781,-83.5293,-87.6298
22.99,26,2.06,33.3028,34.0522,-114.0167,-118.2437
22.99,26,2.06,36.0109,34.0522,138.1289,-118.2437
19.66,40,4.12,29.643,41.8781,-95.6808,-87.6298
22.99,26,2.06,22.3113,34.0522,113.9323,-118.2437
19.66,40,4.12,29.8147,41.8781,-96.1884,-87.6298
20.2,40,1.79,28.2684,40.7128,-81.4445,-74.006
19.66,40,4.12,35.1769,41.8781,-100.0606,-87.6298
20.2,40,1.79,39.9566,40.7128,-79.6468,-74.006
19.66,40,4.12,47.2486,41.8781,-101.3696,-87.6298
19.66,40,4.12,28.364,41.8781,-82.437,-87.6298
20.2,40,1.79,63.0947,40.7128,35.3385,-74.006
20.2,40,1.79,54.8667,40.7128,17.8245,-74.006
22.99,26,2.06,5.8723,34.0522,116.0239,-118.2437
19.66,40,4.12,32.2285,41.8781,-97.03,-87.6298
20.2,40,1.79,42.8015,40.7128,-77.3482,-74.006
19.66,40,4.12,41.6542,41.8781,-81.6257,-87.6298
20.2,40,1.79,49.4574,40.7128,10.3902,-74.006
20.2,40,1.79,63.6407,40.7128,43.6453,-74.006
20.2,40,1.79,44.6683,40.7128,26.14,-74.006
19.66,40,4.12,40.5986,41.8781,-87.0154,-87.6298
19.66,40,4.12,33.9495,41.8781,-84.8477,-87.6298
19.66,40,4.12,44.8192,41.8781,-92.9975,-87.6298
20.2,40,1.79,44.4038,40.7128,20.9859,-74.006
20.2,40,1.79,37.7319,40.7128,-7.8211,-74.006
22.99,26,2.06,34.4331,34.0522,-117.6686,-118.2437
20.2,40,1.79,50.2564,40.7128,15.2492,-74.006
19.66,40,4.12,44.4335,41.8781,-96.6954,-87.6298
22.99,26,2.06,41.6376,34.0522,-111.8871,-118.2437
20.2,40,1.79,47.6006,40.7128,-3.8042,-74.006
19.66,40,4.12,41.5353,41.8781,-87.5073,-87.6298
20.2,40,1.79,45.3636,40.7128,7.5247,-74.006
19.66,40,4.12,35.0614,41.8781,-92.1476,-87.6298
22.99,26,2.06,36.0953,34.0522,-115.1617,-118.2437
19.66,40,4.12,32.1875,41.8781,-92.6246,-87.6298
20.2,40,1.79,43.7353,40.7128,6.1565,-74.006
20.2,40,1.79,38.0032,40.7128,-78.2741,-74.006
22.99,26,2.06,61.7916,34.0522,-150.2837,-118.2437
20.2,40,1.79,43.677,40.7128,-79.6079,-74.006
19.66,40,4.12,37.4336,41.8781,-86.2264,-87.6298
20.2,40,1.79,51.9902,40.7128,0.8843,-74.006
19.66,40,4.12,29.5753,41.8781,-82.3019,-87.6298
22.99,26,2.06,36.2858,34.0522,-114.0662,-118.2437
22.99,26,2.06,34.219,34.0522,-118.4938,-118.2437
20.2,40,1.79,40.8535,40.7128,12.4471,-74.006
22.99,26,2.06,44.4854,34.0522,-123.1386,-118.2437
20.2,40,1.79,51.0433,40.7128,3.0777,-74.006
22.99,26,2.06,38.7596,34.0522,-122.0783,-118.2437
20.2,40,1.79,39.3911,40.7128,24.8308,-74.006
22.99,26,2.06,50.0344,34.0522,-111.5889,-118.2437
22.99,26,2.06,35.6996,34.0522,-103.6103,-118.2437
22.99,26,2.06,33.6199,34.0522,-111.9168,-118.2437
19.66,40,4.12,29.3522,41.8781,-95.5702,-87.6298
19.66,40,4.12,39.7523,41.8781,-103.8287,-87.6298
19.66,40,4.12,41.2347,41.8781,-91.2405,-87.6298
20.2,40,1.79,64.4478,40.7128,-25.0053,-74.006
22.99,26,2.06,35.9545,34.0522,-119.4392,-118.2437
20.2,40,1.79,47.3725,40.7128,14.6544,-74.006
20.2,40,1.79,47.4131,40.7128,18.3225,-74.006
20.2,40,1.79,42.0155,40.7128,13.4297,-74.006
20.2,40,1.79,38.9011,40.7128,-8.489,-74.006
20.2,40,1.79,41.8856,40.7128,12.0683,-74.006
19.66,40,4.12,34.632,41.8781,-82.7186,-87.6298
19.66,40,4.12,41.0511,41.8781,-96.0241,-87.6298
19.66,40,4.12,41.5953,41.8781,-86.5984,-87.6298
22.99,26,2.06,34.0348,34.0522,-105.2496,-118.2437
20.2,40,1.79,33.2837,40.7128,-81.3417,-74.006
22.99,26,2.06,49.5648,34.0522,-121.749,-118.2437
20.2,40,1.79,9.4908,40.7128,77.1713,-74.006
19.66,40,4.12,33.1995,41.8781,-96.5672,-87.6298
20.2,40,1.79,43.1228,40.7128,-4.1235,-74.006
22.99,26,2.06,42.0367,34.0522,-112.0285,-118.2437
20.2,40,1.79,13.4375,40.7128,79.4048,-74.006
20.2,40,1.79,28.7333,40.7128,-81.6861,-74.006
20.2,40,1.79,35.8586,40.7128,-81.2612,-74.006
20.2,40,1.79,51.6664,40.7128,1.7176,-74.006
19.66,40,4.12,38.2901,41.8781,-94.2997,-87.6298
20.2,40,1.79,54.4765,40.7128,6.729,-74.006
22.99,26,2.06,14.4931,34.0522,120.9916,-118.2437
19.66,40,4.12,42.2302,41.8781,-83.3262,-87.6298
20.2,40,1.79,39.8517,40.7128,1.3496,-74.006
20.2,40,1.79,39.4338,40.7128,27.3259,-74.006
20.2,40,1.79,39.993,40.7128,10.9897,-74.006
20.2,40,1.79,43.1147,40.7128,-77.6783,-74.006
20.2,40,1.79,51.6047,40.7128,10.5541,-74.006
19.66,40,4.12,30.0137,41.8781,-97.049,-87.6298
20.2,40,1.79,36.1739,40.7128,29.3449,-74.006
20.2,40,1.79,40.8437,40.7128,-79.6596,-74.006
20.2,40,1.79,47.331,40.7128,8.9707,-74.006
20.2,40,1.79,51.1713,40.7128,0.1675,-74.006
20.2,40,1.79,45.3906,40.7128,-75.2951,-74.006
22.99,26,2.06,36.1268,34.0522,-115.1772,-118.2437
19.66,40,4.12,34.313,41.8781,-85.1257,-87.6298
20.2,40,1.79,28.3167,40.7128,-16.9257,-74.006
20.2,40,1.79,48.6776,40.7128,-3.2722,-74.006
20.2,40,1.79,40.9486,40.7128,17.085,-74.006
20.2,40,1.79,36.1237,40.7128,-78.0862,-74.006
20.2,40,1.79,55.5467,40.7128,12.5122,-74.006
20.2,40,1.79,47.3735,40.7128,9.35,-74.006
20.2,40,1.79,27.7222,40.7128,-80.3713,-74.006
19.66,40,4.12,33.1666,41.8781,-82.7748,-87.6298
19.66,40,4.12,29.1184,41.8781,-97.2811,-87.6298
20.2,40,1.79,43.203,40.7128,5.4664,-74.006
19.66,40,4.12,35.7469,41.8781,-96.3135,-87.6298
20.2,40,1.79,40.7753,40.7128,-79.9523,-74.006
20.2,40,1.79,36.459,40.7128,-76.4786,-74.006
20.2,40,1.79,42.3629,40.7128,-71.01,-74.006
20.2,40,1.79,36.0408,40.7128,-81.1576,-74.006
19.66,40,4.12,40.1393,41.8781,-104.228,-87.6298
19.66,40,4.12,42.1749,41.8781,-83.5531,-87.6298
20.2,40,1.79,49.6145,40.7128,9.9177,-74.006
20.2,40,1.79,41.8338,40.7128,12.8273,-74.006
20.2,40,1.79,35.8899,40.7128,-8.5668,-74.006
22.99,26,2.06,36.0751,34.0522,-115.1648,-118.2437
20.2,40,1.79,41.2414,40.7128,22.7706,-74.006
19.66,40,4.12,33.1529,41.8781,-96.685,-87.6298
22.99,26,2.06,36.4006,34.0522,126.4985,-118.2437
20.2,40,1.79,45.8147,40.7128,-3.8437,-74.006
20.2,40,1.79,38.9373,40.7128,-77.4562,-74.006
20.2,40,1.79,52.2904,40.7128,-5.7498,-74.006
20.2,40,1.79,32.4508,40.7128,-78.3269,-74.006
22.99,26,2.06,38.4177,34.0522,-121.7117,-118.2437
20.2,40,1.79,37.4103,40.7128,-6.0188,-74.006
20.2,40,1.79,23.6856,40.7128,88.5413,-74.006
20.2,40,1.79,41.1258,40.7128,-77.4362,-74.006
20.2,40,1.79,62.5366,40.7128,7.4904,-74.006
22.99,26,2.06,49.1771,34.0522,-123.1716,-118.2437
22.99,26,2.06,38.433,34.0522,-122.7685,-118.2437
20.2,40,1.79,50.9984,40.7128,4.172,-74.006
19.66,40,4.12,39.6594,41.8781,-85.3618,-87.6298
20.2,40,1.79,55.2475,40.7128,-0.3065,-74.006
20.2,40,1.79,51.4675,40.7128,-0.4608,-74.006
20.2,40,1.79,52.1194,40.7128,10.6822,-74.006
20.2,40,1.79,40.1486,40.7128,28.0288,-74.006
20.2,40,1.79,51.7891,40.7128,0.0337,-74.006
20.2,40,1.79,28.3368,40.7128,-80.9142,-74.006
22.99,26,2.06,35.9052,34.0522,-120.0676,-118.2437
22.99,26,2.06,34.7362,34.0522,-118.2673,-118.2437
19.66,40,4.12,42.4434,41.8781,-94.4302,-87.6298
20.2,40,1.79,44.4228,40.7128,8.6149,-74.006
20.2,40,1.79,38.737,40.7128,-76.9725,-74.006
19.66,40,4.12,32.9353,41.8781,-96.4372,-87.6298
22.99,26,2.06,32.7618,34.0522,-112.1308,-118.2437
20.2,40,1.79,51.2217,40.7128,14.7843,-74.006
20.2,40,1.79,41.5501,40.7128,-80.2297,-74.006
20.2,40,1.79,27.8716,40.7128,-82.418,-74.006
20.2,40,1.79,41.7173,40.7128,42.5943,-74.006
22.99,26,2.06,32.4505,34.0522,-110.0129,-118.2437
19.66,40,4.12,42.7467,41.8781,-100.0121,-87.6298
20.2,40,1.79,42.5362,40.7128,-72.5301,-74.006
19.66,40,4.12,30.0235,41.8781,-90.2401,-87.6298
22.99,26,2.06,39.3433,34.0522,-121.0365,-118.2437
20.2,40,1.79,35.8833,40.7128,-76.8085,-74.006
20.2,40,1.79,39.9193,40.7128,-79.6691,-74.006
20.2,40,1.79,54.3224,40.7128,-13.9259,-74.006
22.99,26,2.06,36.1083,34.0522,-115.1482,-118.2437
20.2,40,1.79,49.9343,40.7128,12.4569,-74.006
20.2,40,1.79,47.4925,40.7128,7.3459,-74.006
19.66,40,4.12,42.2117,41.8781,-87.2334,-87.6298
20.2,40,1.79,35.2929,40.7128,-78.4447,-74.006
20.2,40,1.79,39.7459,40.7128,27.266,-74.006
19.66,40,4.12,34.6134,41.8781,-83.7226,-87.6298
20.2,40,1.79,47.7597,40.7128,-0.1163,-74.006
20.2,40,1.79,50.2995,40.7128,4.9115,-74.006
20.2,40,1.79,34.4678,40.7128,-9.4614,-74.006
22.99,26,2.06,32.9903,34.0522,-111.5681,-118.2437
22.99,26,2.06,27.8015,34.0522,-110.9635,-118.2437
22.99,26,2.06,43.8423,34.0522,-116.5398,-118.2437
19.66,40,4.12,32.5332,41.8781,-86.3066,-87.6298
20.2,40,1.79,39.0675,40.7128,-77.5529,-74.006
19.66,40,4.12,41.4031,41.8781,-89.4481,-87.6298
20.2,40,1.79,37.1303,40.7128,22.0837,-74.006
20.2,40,1.79,42.8255,40.7128,10.2737,-74.006
19.66,40,4.12,38.5584,41.8781,-84.1724,-87.6298
22.99,26,2.06,39.469,34.0522,-105.2374,-118.2437
20.2,40,1.79,54.1714,40.7128,-13.0547,-74.006
22.99,26,2.06,33.3405,34.0522,-105.0619,-118.2437
20.2,40,1.79,42.3701,40.7128,-71.0044,-74.006
19.66,40,4.12,32.69,41.8781,-96.8614,-87.6298
